Timestamp,Company,Symbol,Price,Change,%Change,Volume,Market Cap (B)
2025-04-07 02:14:28.701015,TCS,TCS,2879.2,-48.1,-1.64,1224831,9.49
2025-04-07 02:15:28.701015,Wipro,WIPRO,1230.59,-45.54,-3.57,2805350,1.38
2025-04-07 02:16:28.701015,Bajaj Finance,BAJFINANCE,172.66,31.09,21.96,3776068,4.84
2025-04-07 02:17:28.701015,Wipro,WIPRO,1863.2,-29.51,-1.56,4275412,7.89
2025-04-07 02:18:28.701015,HCL,HCLTECH,262.53,48.62,22.73,240071,2.49
2025-04-07 02:19:28.701015,HCL,HCLTECH,1114.08,-10.34,-0.92,157122,7.42
2025-04-07 02:20:28.701015,TCS,TCS,859.37,20.33,2.42,379377,3.2
2025-04-07 02:21:28.701015,Infosys,INFY,197.84,44.95,29.4,1763610,8.26
2025-04-07 02:22:28.701015,Kotak Bank,KOTAKBANK,1441.69,-37.82,-2.56,1394826,2.46
2025-04-07 02:23:28.701015,Axis Bank,AXISBANK,2270.51,-23.7,-1.03,761374,3.13
2025-04-07 02:24:28.701015,HDFC Bank,HDFCBANK,1925.54,-7.9,-0.41,4225447,9.84
2025-04-07 02:25:28.701015,Axis Bank,AXISBANK,2372.05,9.85,0.42,3391562,9.26
2025-04-07 02:26:28.701015,Axis Bank,AXISBANK,663.94,-41.6,-5.9,3508208,3.53
2025-04-07 02:27:28.701015,Infosys,INFY,492.93,41.72,9.25,3210077,2.83
2025-04-07 02:28:28.701015,HCL,HCLTECH,1735.96,44.52,2.63,423754,4.1
2025-04-07 02:29:28.701015,TCS,TCS,414.16,-31.79,-7.13,3172154,6.42
2025-04-07 02:30:28.701015,Infosys,INFY,1214.64,-35.55,-2.84,2948665,4.75
2025-04-07 02:31:28.701015,ICICI Bank,ICICIBANK,2991.12,2.63,0.09,1826320,5.04
2025-04-07 02:32:28.701015,Infosys,INFY,1567.26,22.03,1.43,1720891,2.72
2025-04-07 02:33:28.701015,HCL,HCLTECH,2712.52,22.73,0.85,2601009,7.74
2025-04-07 02:34:28.701015,Kotak Bank,KOTAKBANK,1886.68,-14.15,-0.74,3072998,8.24
2025-04-07 02:35:28.701015,Kotak Bank,KOTAKBANK,1110.77,-16.97,-1.5,4881842,9.15
2025-04-07 02:36:28.701015,Kotak Bank,KOTAKBANK,1437.62,-49.69,-3.34,4571022,6.75
2025-04-07 02:37:28.701015,HDFC Bank,HDFCBANK,786.9,23.64,3.1,4154427,1.56
2025-04-07 02:38:28.701015,TCS,TCS,2498.71,-15.0,-0.6,3880280,3.51
2025-04-07 02:39:28.701015,Reliance,RELIANCE,1918.64,49.23,2.63,2747600,1.6
2025-04-07 02:40:28.701015,Kotak Bank,KOTAKBANK,477.71,5.18,1.1,4433531,3.11
2025-04-07 02:41:28.701015,HDFC Bank,HDFCBANK,492.82,18.6,3.92,3165005,4.54
2025-04-07 02:42:28.701015,HCL,HCLTECH,937.66,23.19,2.54,4796772,6.11
2025-04-07 02:43:28.701015,TCS,TCS,369.0,-27.04,-6.83,1590490,8.34
2025-04-07 02:44:28.701015,Reliance,RELIANCE,2481.27,9.87,0.4,315553,9.3
2025-04-07 02:45:28.701015,Axis Bank,AXISBANK,1889.18,25.35,1.36,1856694,8.0
2025-04-07 02:46:28.701015,Axis Bank,AXISBANK,263.68,-49.44,-15.79,3446372,2.99
2025-04-07 02:47:28.701015,Wipro,WIPRO,1436.9,48.0,3.46,3567122,9.11
2025-04-07 02:48:28.701015,Kotak Bank,KOTAKBANK,482.83,31.79,7.05,3581018,6.97
2025-04-07 02:49:28.701015,TCS,TCS,2871.93,-29.65,-1.02,3970993,4.25
2025-04-07 02:50:28.701015,Bajaj Finance,BAJFINANCE,1591.58,5.9,0.37,4743922,1.73
2025-04-07 02:51:28.701015,HDFC Bank,HDFCBANK,1297.36,12.13,0.94,4171438,4.95
2025-04-07 02:52:28.701015,Bajaj Finance,BAJFINANCE,899.3,6.47,0.72,528796,6.04
2025-04-07 02:53:28.701015,HCL,HCLTECH,928.02,-45.06,-4.63,4853039,8.81
2025-04-07 02:54:28.701015,TCS,TCS,2255.84,46.05,2.08,3635216,6.58
2025-04-07 02:55:28.701015,ICICI Bank,ICICIBANK,1823.93,8.83,0.49,2206283,4.89
2025-04-07 02:56:28.701015,Kotak Bank,KOTAKBANK,2350.16,-2.02,-0.09,3980334,7.49
2025-04-07 02:57:28.701015,Reliance,RELIANCE,2837.5,-27.7,-0.97,2726753,1.69
2025-04-07 02:58:28.701015,HDFC Bank,HDFCBANK,1509.42,42.61,2.9,1958082,9.79
2025-04-07 02:59:28.701015,HDFC Bank,HDFCBANK,1488.08,-4.56,-0.31,3190459,6.71
2025-04-07 03:00:28.701015,ICICI Bank,ICICIBANK,886.91,-18.65,-2.06,3541387,9.35
2025-04-07 03:01:28.701015,Axis Bank,AXISBANK,2819.18,-16.97,-0.6,3868969,2.5
2025-04-07 03:02:28.701015,Axis Bank,AXISBANK,586.23,22.41,3.97,3705809,3.39
2025-04-07 03:03:28.701015,Axis Bank,AXISBANK,2444.93,4.03,0.17,933499,2.01
2025-04-07 03:04:28.701015,HDFC Bank,HDFCBANK,312.19,45.51,17.07,3695682,3.05
2025-04-07 03:05:28.701015,HCL,HCLTECH,2674.97,19.99,0.75,224625,7.35
2025-04-07 03:06:28.701015,Bajaj Finance,BAJFINANCE,2488.09,13.08,0.53,4237645,4.03
2025-04-07 03:07:28.701015,Wipro,WIPRO,811.23,-40.94,-4.8,642060,4.21
2025-04-07 03:08:28.701015,ICICI Bank,ICICIBANK,400.62,-25.27,-5.93,1919971,5.97
2025-04-07 03:09:28.701015,HDFC Bank,HDFCBANK,110.36,43.4,64.81,968145,9.45
2025-04-07 03:10:28.701015,HDFC Bank,HDFCBANK,2198.93,-25.36,-1.14,4977672,8.13
2025-04-07 03:11:28.701015,Infosys,INFY,2484.05,-3.25,-0.13,4352291,2.41
2025-04-07 03:12:28.701015,Bajaj Finance,BAJFINANCE,513.68,-15.44,-2.92,4036543,5.86
2025-04-07 03:13:28.701015,Reliance,RELIANCE,530.97,0.26,0.05,4126820,3.37
2025-04-07 03:14:28.701015,Infosys,INFY,729.79,-8.12,-1.1,3457588,5.18
2025-04-07 03:15:28.701015,ICICI Bank,ICICIBANK,2023.74,-20.22,-0.99,1176651,9.4
2025-04-07 03:16:28.701015,Infosys,INFY,645.22,42.36,7.03,1205947,5.8
2025-04-07 03:17:28.701015,HDFC Bank,HDFCBANK,1281.87,8.51,0.67,1442679,3.13
2025-04-07 03:18:28.701015,Reliance,RELIANCE,252.48,-22.19,-8.08,607553,2.46
2025-04-07 03:19:28.701015,Axis Bank,AXISBANK,392.54,-44.92,-10.27,2693879,8.16
2025-04-07 03:20:28.701015,Infosys,INFY,911.53,21.12,2.37,1461157,8.03
2025-04-07 03:21:28.701015,Infosys,INFY,2098.94,20.94,1.01,2955929,1.96
2025-04-07 03:22:28.701015,ICICI Bank,ICICIBANK,2735.32,-46.93,-1.69,4432694,9.2
2025-04-07 03:23:28.701015,Reliance,RELIANCE,1643.74,49.45,3.1,750027,7.52
2025-04-07 03:24:28.701015,Wipro,WIPRO,2622.85,6.87,0.26,4090909,9.8
2025-04-07 03:25:28.701015,TCS,TCS,2458.24,5.75,0.23,3907794,9.05
2025-04-07 03:26:28.701015,ICICI Bank,ICICIBANK,522.75,-47.89,-8.39,334683,1.78
2025-04-07 03:27:28.701015,Kotak Bank,KOTAKBANK,404.83,-43.32,-9.67,3793444,4.31
2025-04-07 03:28:28.701015,HDFC Bank,HDFCBANK,1679.76,-5.32,-0.32,3626797,1.62
2025-04-07 03:29:28.701015,HDFC Bank,HDFCBANK,2796.66,36.05,1.31,923105,7.19
2025-04-07 03:30:28.701015,HDFC Bank,HDFCBANK,905.29,19.96,2.25,2735126,4.14
2025-04-07 03:31:28.701015,Kotak Bank,KOTAKBANK,2212.73,-21.74,-0.97,2734468,2.8
2025-04-07 03:32:28.701015,Infosys,INFY,2500.6,-27.83,-1.1,2287203,9.5
2025-04-07 03:33:28.701015,Infosys,INFY,2542.97,-32.53,-1.26,237960,1.32
2025-04-07 03:34:28.701015,Bajaj Finance,BAJFINANCE,188.43,-8.6,-4.36,4051805,1.29
2025-04-07 03:35:28.701015,Bajaj Finance,BAJFINANCE,1107.78,-17.2,-1.53,3755610,9.62
2025-04-07 03:36:28.701015,Reliance,RELIANCE,2572.3,26.31,1.03,3295816,1.95
2025-04-07 03:37:28.701015,Bajaj Finance,BAJFINANCE,1957.82,47.4,2.48,1759345,4.14
2025-04-07 03:38:28.701015,HCL,HCLTECH,2914.88,-14.86,-0.51,1210758,1.2
2025-04-07 03:39:28.701015,TCS,TCS,2190.34,-34.27,-1.54,646693,9.79
2025-04-07 03:40:28.701015,Wipro,WIPRO,1027.56,34.51,3.48,4423183,1.44
2025-04-07 03:41:28.701015,Axis Bank,AXISBANK,960.17,-1.22,-0.13,1315835,7.38
2025-04-07 03:42:28.701015,HCL,HCLTECH,1852.7,22.8,1.25,2683917,3.55
2025-04-07 03:43:28.701015,Infosys,INFY,2210.39,31.34,1.44,2196990,7.02
2025-04-07 03:44:28.701015,Axis Bank,AXISBANK,465.66,-15.51,-3.22,3051448,4.83
2025-04-07 03:45:28.701015,Bajaj Finance,BAJFINANCE,1522.0,44.0,2.98,2930688,6.63
2025-04-07 03:46:28.701015,TCS,TCS,1443.9,10.85,0.76,3279802,2.54
2025-04-07 03:47:28.701015,Infosys,INFY,1188.46,-39.62,-3.23,4569850,4.57
2025-04-07 03:48:28.701015,Kotak Bank,KOTAKBANK,325.95,-7.12,-2.14,2640408,1.54
2025-04-07 03:49:28.701015,TCS,TCS,2249.65,-27.15,-1.19,442693,8.8
2025-04-07 03:50:28.701015,HCL,HCLTECH,1629.31,-36.57,-2.2,2451456,2.84
2025-04-07 03:51:28.701015,Wipro,WIPRO,2463.4,-10.52,-0.43,4297765,3.31
2025-04-07 03:52:28.701015,Axis Bank,AXISBANK,620.1,31.62,5.37,4816184,7.88
2025-04-07 03:53:28.701015,Axis Bank,AXISBANK,2309.67,49.93,2.21,4055485,2.06
2025-04-07 03:54:28.701015,Wipro,WIPRO,1707.69,-18.26,-1.06,469707,5.67
2025-04-07 03:55:28.701015,Wipro,WIPRO,1861.79,29.5,1.61,1625877,5.16
2025-04-07 03:56:28.701015,Kotak Bank,KOTAKBANK,2091.36,11.77,0.57,376026,7.53
2025-04-07 03:57:28.701015,Infosys,INFY,2426.01,29.51,1.23,1623321,2.59
2025-04-07 03:58:28.701015,HDFC Bank,HDFCBANK,821.79,-2.65,-0.32,3118857,9.78
2025-04-07 03:59:28.701015,Bajaj Finance,BAJFINANCE,2665.16,-23.71,-0.88,4898972,7.38
2025-04-07 04:00:28.701015,Kotak Bank,KOTAKBANK,724.01,18.74,2.66,3760412,8.52
2025-04-07 04:01:28.701015,Wipro,WIPRO,2048.16,-27.72,-1.34,2469090,3.5
2025-04-07 04:02:28.701015,ICICI Bank,ICICIBANK,1721.01,42.14,2.51,1016479,2.19
2025-04-07 04:03:28.701015,ICICI Bank,ICICIBANK,2943.21,0.22,0.01,3659691,5.7
2025-04-07 04:04:28.701015,Kotak Bank,KOTAKBANK,2870.23,48.1,1.7,2758090,4.39
2025-04-07 04:05:28.701015,Kotak Bank,KOTAKBANK,153.66,28.57,22.84,4655675,3.45
2025-04-07 04:06:28.701015,TCS,TCS,463.93,21.4,4.84,226654,7.34
2025-04-07 04:07:28.701015,Infosys,INFY,712.05,-38.35,-5.11,2276346,9.6
2025-04-07 04:08:28.701015,Infosys,INFY,985.88,37.66,3.97,193270,5.11
2025-04-07 04:09:28.701015,HDFC Bank,HDFCBANK,2545.65,1.44,0.06,1039848,7.71
2025-04-07 04:10:28.701015,Reliance,RELIANCE,2244.56,41.75,1.9,4564041,5.95
2025-04-07 04:11:28.701015,Bajaj Finance,BAJFINANCE,2504.86,11.06,0.44,2606137,2.69
2025-04-07 04:12:28.701015,Reliance,RELIANCE,2244.95,-23.93,-1.05,2019680,3.45
2025-04-07 04:13:28.701015,Wipro,WIPRO,1380.76,-44.18,-3.1,2435617,3.53
2025-04-07 04:14:28.701015,ICICI Bank,ICICIBANK,665.21,32.11,5.07,198884,1.6
2025-04-07 04:15:28.701015,Wipro,WIPRO,738.33,13.75,1.9,2651810,1.91
2025-04-07 04:16:28.701015,TCS,TCS,1030.95,-10.28,-0.99,3835823,4.63
2025-04-07 04:17:28.701015,TCS,TCS,1413.06,-29.79,-2.06,3775979,4.33
2025-04-07 04:18:28.701015,TCS,TCS,143.94,-23.75,-14.16,4831825,1.1
2025-04-07 04:19:28.701015,Bajaj Finance,BAJFINANCE,1547.8,0.54,0.03,3290781,3.54
2025-04-07 04:20:28.701015,HCL,HCLTECH,1629.51,27.86,1.74,4628901,3.9
2025-04-07 04:21:28.701015,Bajaj Finance,BAJFINANCE,1825.88,7.06,0.39,1203067,8.96
2025-04-07 04:22:28.701015,Reliance,RELIANCE,752.08,17.18,2.34,659051,4.76
2025-04-07 04:23:28.701015,HCL,HCLTECH,1848.57,-22.75,-1.22,3229128,4.55
2025-04-07 04:24:28.701015,Axis Bank,AXISBANK,2787.61,9.42,0.34,2758519,5.75
2025-04-07 04:25:28.701015,TCS,TCS,744.67,-32.68,-4.2,3045331,2.45
2025-04-07 04:26:28.701015,HDFC Bank,HDFCBANK,2103.8,46.22,2.25,1459960,2.41
2025-04-07 04:27:28.701015,Axis Bank,AXISBANK,2557.48,-39.27,-1.51,3510532,4.2
2025-04-07 04:28:28.701015,Wipro,WIPRO,332.77,16.5,5.22,1177140,8.99
2025-04-07 04:29:28.701015,Bajaj Finance,BAJFINANCE,2756.87,24.01,0.88,4944510,3.17
2025-04-07 04:30:28.701015,TCS,TCS,597.06,-23.08,-3.72,4442927,1.32
2025-04-07 04:31:28.701015,Axis Bank,AXISBANK,2330.36,27.59,1.2,4043113,2.3
2025-04-07 04:32:28.701015,Axis Bank,AXISBANK,1391.03,1.41,0.1,4785132,5.18
2025-04-07 04:33:28.701015,HCL,HCLTECH,841.41,-23.02,-2.66,4106729,2.25
2025-04-07 04:34:28.701015,HCL,HCLTECH,1953.59,28.82,1.5,3303959,5.38
2025-04-07 04:35:28.701015,HDFC Bank,HDFCBANK,548.42,48.61,9.73,1482844,4.97
2025-04-07 04:36:28.701015,Wipro,WIPRO,2051.48,-49.5,-2.36,1083975,4.92
2025-04-07 04:37:28.701015,Axis Bank,AXISBANK,2981.85,-14.49,-0.48,2886291,8.69
2025-04-07 04:38:28.701015,HDFC Bank,HDFCBANK,897.71,1.31,0.15,2326500,1.08
2025-04-07 04:39:28.701015,Kotak Bank,KOTAKBANK,2293.69,44.62,1.98,407621,8.29
2025-04-07 04:40:28.701015,TCS,TCS,1872.62,29.91,1.62,2080140,1.05
2025-04-07 04:41:28.701015,Bajaj Finance,BAJFINANCE,571.55,-43.71,-7.1,2529454,1.25
2025-04-07 04:42:28.701015,Bajaj Finance,BAJFINANCE,2027.55,27.31,1.37,3631406,6.33
2025-04-07 04:43:28.701015,TCS,TCS,1274.08,-29.12,-2.23,716222,9.38
2025-04-07 04:44:28.701015,Kotak Bank,KOTAKBANK,1476.6,28.26,1.95,1945060,2.3
2025-04-07 04:45:28.701015,Bajaj Finance,BAJFINANCE,1427.55,-32.32,-2.21,3297033,9.96
2025-04-07 04:46:28.701015,HDFC Bank,HDFCBANK,2517.07,9.64,0.38,3699721,8.25
2025-04-07 04:47:28.701015,HCL,HCLTECH,2422.51,-30.11,-1.23,2776490,7.99
2025-04-07 04:48:28.701015,Infosys,INFY,2867.56,49.42,1.75,923306,3.54
2025-04-07 04:49:28.701015,Axis Bank,AXISBANK,815.82,6.73,0.83,2582275,8.59
2025-04-07 04:50:28.701015,TCS,TCS,260.69,8.42,3.34,3865515,2.0
2025-04-07 04:51:28.701015,ICICI Bank,ICICIBANK,2786.35,37.19,1.35,3511458,7.05
2025-04-07 04:52:28.701015,HDFC Bank,HDFCBANK,1939.18,45.53,2.4,3726516,3.5
2025-04-07 04:53:28.701015,TCS,TCS,2555.02,7.4,0.29,784440,7.61
2025-04-07 04:54:28.701015,Reliance,RELIANCE,2089.3,23.76,1.15,1611931,8.94
2025-04-07 04:55:28.701015,Reliance,RELIANCE,2476.6,-5.54,-0.22,3591785,5.54
2025-04-07 04:56:28.701015,HCL,HCLTECH,2573.09,40.08,1.58,1965707,1.99
2025-04-07 04:57:28.701015,Axis Bank,AXISBANK,1869.81,-4.66,-0.25,2196864,9.29
2025-04-07 04:58:28.701015,HDFC Bank,HDFCBANK,2196.09,46.04,2.14,4185427,1.42
2025-04-07 04:59:28.701015,Wipro,WIPRO,2000.28,-43.96,-2.15,958577,9.24
2025-04-07 05:00:28.701015,ICICI Bank,ICICIBANK,2283.23,27.41,1.22,1790467,4.28
2025-04-07 05:01:28.701015,Wipro,WIPRO,2063.11,-11.19,-0.54,3612000,6.4
2025-04-07 05:02:28.701015,Reliance,RELIANCE,1342.69,0.31,0.02,1224647,4.33
2025-04-07 05:03:28.701015,HCL,HCLTECH,1875.98,48.05,2.63,4964304,3.26
2025-04-07 05:04:28.701015,HDFC Bank,HDFCBANK,1750.16,-1.93,-0.11,1054086,5.44
2025-04-07 05:05:28.701015,HDFC Bank,HDFCBANK,1964.29,13.27,0.68,3567345,1.94
2025-04-07 05:06:28.701015,Bajaj Finance,BAJFINANCE,788.39,-8.9,-1.12,4352969,1.48
2025-04-07 05:07:28.701015,ICICI Bank,ICICIBANK,1638.29,21.2,1.31,3434067,5.24
2025-04-07 05:08:28.701015,Reliance,RELIANCE,2856.71,4.9,0.17,2285514,6.4
2025-04-07 05:09:28.701015,Reliance,RELIANCE,333.62,5.91,1.8,3667108,1.7
2025-04-07 05:10:28.701015,HCL,HCLTECH,1582.81,-16.36,-1.02,2785077,5.71
2025-04-07 05:11:28.701015,Reliance,RELIANCE,912.81,-22.01,-2.35,4861098,2.09
2025-04-07 05:12:28.701015,TCS,TCS,2335.58,38.98,1.7,4101372,6.02
2025-04-07 05:13:28.701015,Kotak Bank,KOTAKBANK,519.42,32.21,6.61,3320892,4.93
2025-04-07 05:14:28.701015,TCS,TCS,1824.3,24.28,1.35,1856885,3.13
2025-04-07 05:15:28.701015,Infosys,INFY,2842.09,-12.72,-0.45,2559041,1.29
2025-04-07 05:16:28.701015,Bajaj Finance,BAJFINANCE,825.79,-18.35,-2.17,3256716,5.55
2025-04-07 05:17:28.701015,Infosys,INFY,1021.62,42.63,4.35,546910,1.54
2025-04-07 05:18:28.701015,Reliance,RELIANCE,1982.07,36.96,1.9,4001961,4.19
